Name,QS,SV,K,ERA,WHIP,IP,FVAL
Julio Urias,16,0,172,3.6,1.14,173,17.06
Dylan Cease,16,0,203,3.81,1.24,166,13.64
Josh Hader,5,34,101,2.54,0.98,62,19.79
Tyler Mahle,14,0,177,4.33,1.28,165,5.12
Raisel Iglesias,6,32,87,3.2,1.06,65,16.45
Jake McGee,4,19,56,3.75,1.15,57,2.82
Tarik Skubal,14,0,171,4.08,1.23,155,6.72
Luis Severino,12,0,142,3.83,1.16,133,7.39
