Name,QS,SV,K,ERA,WHIP,IP,FVAL
Triston McKenzie,11,0,151,4.5,1.24,138,0.5
Jordan Montgomery,12,0,161,4.04,1.25,159,5.77
Brady Singer,12,0,135,4.25,1.35,145,-0.95
Taijuan Walker,12,0,124,4.45,1.3,138,-1.57
Chris Paddack,8,0,89,4.23,1.17,94,-2.36
Rich Hill,9,0,103,4.54,1.32,115,-5.49
Johnny Cueto,8,0,73,4.79,1.36,90,-9.57
Madison Bumgarner,13,0,133,5.04,1.29,164,-5.05
