Name,QS,SV,K,ERA,WHIP,IP,FVAL
Sandy Alcantara,17,0,181,3.6,1.17,190,16.52
Robbie Ray,15,0,226,3.64,1.14,177,18.8
Eduardo Rodriguez,17,0,184,3.79,1.25,176,12.35
Kyle Hendricks,16,0,130,4.57,1.28,181,0.87
Corey Knebel,5,27,73,3.54,1.17,58,9.46
Cole Sulser,6,13,74,3.89,1.29,67,0.4
Adam Wainwright,15,0,135,4.01,1.24,169,6.5
Luis Patino,10,0,128,4.08,1.26,121,0.68
