Name,QS,SV,K,ERA,WHIP,IP,FVAL
Carlos Rodon,13,0,171,3.52,1.13,140,13.19
Lucas Giolito,16,0,207,3.74,1.13,179,18.11
Gerrit Cole,19,0,248,3.16,1.03,189,32.19
David Bednar,4,18,78,3.31,1.15,65,5.36
Hyun Jin,4,18,78,3.31,1.15,65,5.36
Matt Barnes,6,21,84,3.79,1.26,60,5.7
Jameson Taillon,11,0,128,4.4,1.24,136,0.44
Jack Flaherty,10,0,113,3.73,1.16,105,3.84
Lance McCullers,8,0,87,3.62,1.25,80,-1.81
