CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHC,vs Milwaukee/Mar 30,,vs Milwaukee/Apr 1,vs Milwaukee/Apr 2,at Cincinnati/Apr 3,at Cincinnati/Apr 4,at Cincinnati/Apr 5,,vs Texas/Apr 7,vs Texas/Apr 8,vs Texas/Apr 9,vs Seattle/Apr 10,vs Seattle/Apr 11,vs Seattle/Apr 12,,at L.A. Dodgers/Apr 14,at L.A. Dodgers/Apr 15,at L.A. Dodgers/Apr 16,at Oakland/Apr 17,at Oakland/Apr 18,at Oakland/Apr 19,vs L.A. Dodgers/Apr 20,vs L.A. Dodgers/Apr 21,vs L.A. Dodgers/Apr 22,vs L.A. Dodgers/Apr 23,,vs San Diego/Apr 25,vs San Diego/Apr 26,vs San Diego/Apr 27,at Miami/Apr 28,at Miami/Apr 29,at Miami/Apr 30,at Washington/May 1,at Washington/May 2,at Washington/May 3,at Washington/May 4,vs Miami/May 5,vs Miami/May 6,vs Miami/May 7,vs St. Louis/May 8,vs St. Louis/May 9,vs St. Louis/May 10,,at Minnesota/May 12,at Minnesota/May 13,at Minnesota/May 14,at Houston/May 15,at Houston/May 16,at Houston/May 17,,at Philadelphia/May 19,at Philadelphia/May 20,at Philadelphia/May 21,,vs N.Y. Mets/May 23,vs N.Y. Mets/May 24,vs N.Y. Mets/May 25,vs Cincinnati/May 26,vs Cincinnati/May 27,vs Cincinnati/May 28,vs Tampa Bay/May 29,vs Tampa Bay/May 30,vs Tampa Bay/May 31,,at San Diego/Jun 2,at San Diego/Jun 3,at San Diego/Jun 4,at San Diego/Jun 5,at L.A. Angels/Jun 6,at L.A. Angels/Jun 7,at L.A. Angels/Jun 8,at San Francisco/Jun 9,at San Francisco/Jun 10,at San Francisco/Jun 11,,vs Pittsburgh/Jun 13,vs Pittsburgh/Jun 14,vs Pittsburgh/Jun 15,vs Baltimore/Jun 16,vs Baltimore/Jun 17,vs Baltimore/Jun 18,at Pittsburgh/Jun 19,at Pittsburgh/Jun 20,at Pittsburgh/Jun 21,,,at St. Louis/Jun 24,at St. Louis/Jun 25,,vs Philadelphia/Jun 27,vs Philadelphia/Jun 28,vs Philadelphia/Jun 29,vs Cleveland/Jun 30,vs Cleveland/Jul 1,vs Cleveland/Jul 2,at Milwaukee/Jul 3,at Milwaukee/Jul 4,at Milwaukee/Jul 5,at Milwaukee/Jul 6,at N.Y. Yankees/Jul 7,at N.Y. Yankees/Jul 8,at N.Y. Yankees/Jul 9,vs Boston/Jul 14,vs Boston/Jul 15,vs Boston/Jul 16,vs Washington/Jul 17,vs Washington/Jul 18,vs Washington/Jul 19,vs St. Louis/Jul 20,vs St. Louis/Jul 21,vs St. Louis/Jul 22,vs St. Louis/Jul 23,,at Chi. White Sox/Jul 25,at Chi. White Sox/Jul 26,at St. Louis/Jul 27,at St. Louis/Jul 28,at St. Louis/Jul 29,at St. Louis/Jul 30,vs Cincinnati/Jul 31,vs Cincinnati/Aug 1,vs Cincinnati/Aug 2,vs Cincinnati/Aug 3,vs Atlanta/Aug 4,vs Atlanta/Aug 5,vs Atlanta/Aug 6,at N.Y. Mets/Aug 7,at N.Y. Mets/Aug 8,at N.Y. Mets/Aug 9,,at Toronto/Aug 11,at Toronto/Aug 12,at Toronto/Aug 13,,vs Chi. White Sox/Aug 15,vs Chi. White Sox/Aug 16,,vs Kansas City/Aug 18,vs Kansas City/Aug 19,vs Kansas City/Aug 20,at Detroit/Aug 21,at Detroit/Aug 22,at Detroit/Aug 23,at Pittsburgh/Aug 24,at Pittsburgh/Aug 25,at Pittsburgh/Aug 26,at Pittsburgh/Aug 27,vs Milwaukee/Aug 28,vs Milwaukee/Aug 29,vs Milwaukee/Aug 30,at Cincinnati/Sep 1,at Cincinnati/Sep 2,at Cincinnati/Sep 3,vs San Francisco/Sep 4,vs San Francisco/Sep 5,vs San Francisco/Sep 6,vs Arizona/Sep 7,vs Arizona/Sep 8,vs Arizona/Sep 9,vs Arizona/Sep 10,at Colorado/Sep 11,at Colorado/Sep 12,at Colorado/Sep 13,at Arizona/Sep 15,at Arizona/Sep 16,at Arizona/Sep 17,vs Pittsburgh/Sep 19,vs Pittsburgh/Sep 20,vs Pittsburgh/Sep 21,vs Colorado/Sep 22,vs Colorado/Sep 23,vs Colorado/Sep 24,at Atlanta/Sep 26,at Atlanta/Sep 27,at Atlanta/Sep 28,at Milwaukee/Sep 29,at Milwaukee/Sep 30,at Milwaukee/Oct 1,
CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHW,at Houston/Mar 30,at Houston/Mar 31,at Houston/Apr 1,at Houston/Apr 2,vs San Francisco/Apr 3,,vs San Francisco/Apr 5,vs San Francisco/Apr 6,at Pittsburgh/Apr 7,at Pittsburgh/Apr 8,at Pittsburgh/Apr 9,at Minnesota/Apr 10,at Minnesota/Apr 11,at Minnesota/Apr 12,,vs Baltimore/Apr 14,vs Baltimore/Apr 15,vs Baltimore/Apr 16,vs Philadelphia/Apr 17,vs Philadelphia/Apr 18,vs Philadelphia/Apr 19,,at Tampa Bay/Apr 21,at Tampa Bay/Apr 22,at Tampa Bay/Apr 23,at Toronto/Apr 24,at Toronto/Apr 25,at Toronto/Apr 26,vs Tampa Bay/Apr 27,vs Tampa Bay/Apr 28,vs Tampa Bay/Apr 29,vs Tampa Bay/Apr 30,,vs Minnesota/May 2,vs Minnesota/May 3,vs Minnesota/May 4,at Cincinnati/May 5,at Cincinnati/May 6,at Cincinnati/May 7,at Kansas City/May 8,at Kansas City/May 9,at Kansas City/May 10,at Kansas City/May 11,vs Houston/May 12,vs Houston/May 13,vs Houston/May 14,,vs Cleveland/May 16,vs Cleveland/May 17,vs Cleveland/May 18,vs Kansas City/May 19,vs Kansas City/May 20,vs Kansas City/May 21,at Cleveland/May 22,at Cleveland/May 23,at Cleveland/May 24,at Detroit/May 25,at Detroit/May 26,at Detroit/May 27,at Detroit/May 28,vs L.A. Angels/May 29,vs L.A. Angels/May 30,vs L.A. Angels/May 31,,vs Detroit/Jun 2,vs Detroit/Jun 3,vs Detroit/Jun 4,,at N.Y. Yankees/Jun 6,at N.Y. Yankees/Jun 7,at N.Y. Yankees/Jun 8,vs Miami/Jun 9,vs Miami/Jun 10,vs Miami/Jun 11,,at L.A. Dodgers/Jun 13,at L.A. Dodgers/Jun 14,at L.A. Dodgers/Jun 15,at Seattle/Jun 16,at Seattle/Jun 17,at Seattle/Jun 18,vs Texas/Jun 19,vs Texas/Jun 20,vs Texas/Jun 21,,vs Boston/Jun 23,vs Boston/Jun 24,vs Boston/Jun 25,at L.A. Angels/Jun 26,at L.A. Angels/Jun 27,at L.A. Angels/Jun 28,at L.A. Angels/Jun 29,at Oakland/Jun 30,at Oakland/Jul 1,at Oakland/Jul 2,,vs Toronto/Jul 4,vs Toronto/Jul 5,vs Toronto/Jul 6,vs St. Louis/Jul 7,vs St. Louis/Jul 8,vs St. Louis/Jul 9,at Atlanta/Jul 14,at Atlanta/Jul 15,at Atlanta/Jul 16,,at N.Y. Mets/Jul 18,at N.Y. Mets/Jul 19,at N.Y. Mets/Jul 20,at Minnesota/Jul 21,at Minnesota/Jul 22,at Minnesota/Jul 23,,vs Chi. Cubs/Jul 25,vs Chi. Cubs/Jul 26,vs Cleveland/Jul 27,vs Cleveland/Jul 28,vs Cleveland/Jul 29,vs Cleveland/Jul 30,,at Texas/Aug 1,at Texas/Aug 2,at Texas/Aug 3,at Cleveland/Aug 4,at Cleveland/Aug 5,at Cleveland/Aug 6,vs N.Y. Yankees/Aug 7,vs N.Y. Yankees/Aug 8,vs N.Y. Yankees/Aug 9,,vs Milwaukee/Aug 11,vs Milwaukee/Aug 12,vs Milwaukee/Aug 13,,at Chi. Cubs/Aug 15,at Chi. Cubs/Aug 16,,at Colorado/Aug 18,at Colorado/Aug 19,at Colorado/Aug 20,vs Seattle/Aug 21,vs Seattle/Aug 22,vs Seattle/Aug 23,vs Oakland/Aug 24,vs Oakland/Aug 25,vs Oakland/Aug 26,vs Oakland/Aug 27,at Baltimore/Aug 28,at Baltimore/Aug 29,at Baltimore/Aug 30,vs Detroit/Sep 1,vs Detroit/Sep 2,vs Detroit/Sep 3,at Kansas City/Sep 5,at Kansas City/Sep 6,at Kansas City/Sep 7,at Detroit/Sep 8,at Detroit/Sep 9,at Detroit/Sep 10,vs Kansas City/Sep 11,vs Kansas City/Sep 12,vs Kansas City/Sep 13,vs Minnesota/Sep 14,vs Minnesota/Sep 15,vs Minnesota/Sep 16,vs Minnesota/Sep 17,at Washington/Sep 18,at Washington/Sep 19,at Washington/Sep 20,at Boston/Sep 22,at Boston/Sep 23,at Boston/Sep 24,vs Arizona/Sep 25,vs Arizona/Sep 26,vs Arizona/Sep 27,vs San Diego/Sep 29,vs San Diego/Sep 30,vs San Diego/Oct 1,
CIN,Nick Lodolo,,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,,Graham Ashcraft,IDK,IDK,,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,Nick Lodolo,Hunter Greene,Graham Ashcraft,IDK,IDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN,vs Pittsburgh/Mar 30,,vs Pittsburgh/Apr 1,vs Pittsburgh/Apr 2,vs Chi. Cubs/Apr 3,vs Chi. Cubs/Apr 4,vs Chi. Cubs/Apr 5,at Philadelphia/Apr 6,,at Philadelphia/Apr 8,at Philadelphia/Apr 9,at Atlanta/Apr 10,at Atlanta/Apr 11,at Atlanta/Apr 12,vs Philadelphia/Apr 13,vs Philadelphia/Apr 14,vs Philadelphia/Apr 15,vs Philadelphia/Apr 16,vs Tampa Bay/Apr 17,vs Tampa Bay/Apr 18,vs Tampa Bay/Apr 19,at Pittsburgh/Apr 20,at Pittsburgh/Apr 21,at Pittsburgh/Apr 22,at Pittsburgh/Apr 23,vs Texas/Apr 24,vs Texas/Apr 25,vs Texas/Apr 26,,at Oakland/Apr 28,at Oakland/Apr 29,at Oakland/Apr 30,at San Diego/May 1,at San Diego/May 2,at San Diego/May 3,,vs Chi. White Sox/May 5,vs Chi. White Sox/May 6,vs Chi. White Sox/May 7,,vs N.Y. Mets/May 9,vs N.Y. Mets/May 10,vs N.Y. Mets/May 11,at Miami/May 12,at Miami/May 13,at Miami/May 14,at Colorado/May 15,at Colorado/May 16,at Colorado/May 17,,vs N.Y. Yankees/May 19,vs N.Y. Yankees/May 20,vs N.Y. Yankees/May 21,vs St. Louis/May 22,vs St. Louis/May 23,vs St. Louis/May 24,vs St. Louis/May 25,at Chi. Cubs/May 26,at Chi. Cubs/May 27,at Chi. Cubs/May 28,,at Boston/May 30,at Boston/May 31,at Boston/Jun 1,vs Milwaukee/Jun 2,vs Milwaukee/Jun 3,vs Milwaukee/Jun 4,vs Milwaukee/Jun 5,vs L.A. Dodgers/Jun 6,vs L.A. Dodgers/Jun 7,vs L.A. Dodgers/Jun 8,at St. Louis/Jun 9,at St. Louis/Jun 10,at St. Louis/Jun 11,at Kansas City/Jun 12,at Kansas City/Jun 13,at Kansas City/Jun 14,,at Houston/Jun 16,at Houston/Jun 17,at Houston/Jun 18,vs Colorado/Jun 19,vs Colorado/Jun 20,vs Colorado/Jun 21,,vs Atlanta/Jun 23,vs Atlanta/Jun 24,vs Atlanta/Jun 25,at Baltimore/Jun 26,at Baltimore/Jun 27,at Baltimore/Jun 28,vs San Diego/Jun 30,,vs San Diego/Jul 1,vs San Diego/Jul 2,at Washington/Jul 3,at Washington/Jul 4,at Washington/Jul 5,at Washington/Jul 6,at Milwaukee/Jul 7,at Milwaukee/Jul 8,at Milwaukee/Jul 9,vs Milwaukee/Jul 14,vs Milwaukee/Jul 15,vs Milwaukee/Jul 16,vs San Francisco/Jul 17,vs San Francisco/Jul 18,vs San Francisco/Jul 19,vs San Francisco/Jul 20,vs Arizona/Jul 21,vs Arizona/Jul 22,vs Arizona/Jul 23,at Milwaukee/Jul 24,at Milwaukee/Jul 25,at Milwaukee/Jul 26,,at L.A. Dodgers/Jul 28,at L.A. Dodgers/Jul 29,at L.A. Dodgers/Jul 30,at Chi. Cubs/Jul 31,at Chi. Cubs/Aug 1,at Chi. Cubs/Aug 2,at Chi. Cubs/Aug 3,vs Washington/Aug 4,vs Washington/Aug 5,vs Washington/Aug 6,vs Miami/Aug 7,vs Miami/Aug 8,vs Miami/Aug 9,,at Pittsburgh/Aug 11,at Pittsburgh/Aug 12,at Pittsburgh/Aug 13,,vs Cleveland/Aug 15,vs Cleveland/Aug 16,,vs Toronto/Aug 18,vs Toronto/Aug 19,vs Toronto/Aug 20,at L.A. Angels/Aug 21,at L.A. Angels/Aug 22,at L.A. Angels/Aug 23,at Arizona/Aug 24,at Arizona/Aug 25,at Arizona/Aug 26,at Arizona/Aug 27,at San Francisco/Aug 28,at San Francisco/Aug 29,at San Francisco/Aug 30,vs Chi. Cubs/Sep 1,vs Chi. Cubs/Sep 2,vs Chi. Cubs/Sep 3,vs Seattle/Sep 4,vs Seattle/Sep 5,vs Seattle/Sep 6,vs St. Louis/Sep 8,vs St. Louis/Sep 9,vs St. Louis/Sep 10,at Detroit/Sep 12,at Detroit/Sep 13,at Detroit/Sep 14,at N.Y. Mets/Sep 15,at N.Y. Mets/Sep 16,at N.Y. Mets/Sep 17,vs Minnesota/Sep 18,vs Minnesota/Sep 19,vs Minnesota/Sep 20,vs Pittsburgh/Sep 22,vs Pittsburgh/Sep 23,vs Pittsburgh/Sep 24,at Cleveland/Sep 26,at Cleveland/Sep 27,at St. Louis/Sep 29,at St. Louis/Sep 30,at St. Louis/Oct 1,,,
CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,at Seattle/Mar 30,at Seattle/Mar 31,at Seattle/Apr 1,at Seattle/Apr 2,at Oakland/Apr 3,at Oakland/Apr 4,at Oakland/Apr 5,,vs Seattle/Apr 7,vs Seattle/Apr 8,vs Seattle/Apr 9,vs N.Y. Yankees/Apr 10,vs N.Y. Yankees/Apr 11,vs N.Y. Yankees/Apr 12,,at Washington/Apr 14,at Washington/Apr 15,at Washington/Apr 16,at Detroit/Apr 17,at Detroit/Apr 18,at Detroit/Apr 19,,vs Miami/Apr 21,vs Miami/Apr 22,vs Miami/Apr 23,vs Colorado/Apr 24,vs Colorado/Apr 25,vs Colorado/Apr 26,,at Boston/Apr 28,at Boston/Apr 29,at Boston/Apr 30,at N.Y. Yankees/May 1,at N.Y. Yankees/May 2,at N.Y. Yankees/May 3,,vs Minnesota/May 5,vs Minnesota/May 6,vs Minnesota/May 7,vs Detroit/May 8,vs Detroit/May 9,vs Detroit/May 10,,vs L.A. Angels/May 12,vs L.A. Angels/May 13,vs L.A. Angels/May 14,,at Chi. White Sox/May 16,at Chi. White Sox/May 17,at Chi. White Sox/May 18,at N.Y. Mets/May 19,at N.Y. Mets/May 20,at N.Y. Mets/May 21,vs Chi. White Sox/May 22,vs Chi. White Sox/May 23,vs Chi. White Sox/May 24,,vs St. Louis/May 26,vs St. Louis/May 27,vs St. Louis/May 28,at Baltimore/May 29,at Baltimore/May 30,at Baltimore/May 31,at Minnesota/Jun 1,at Minnesota/Jun 2,at Minnesota/Jun 3,at Minnesota/Jun 4,,vs Boston/Jun 6,vs Boston/Jun 7,vs Boston/Jun 8,vs Houston/Jun 9,vs Houston/Jun 10,vs Houston/Jun 11,,at San Diego/Jun 13,at San Diego/Jun 14,at San Diego/Jun 15,at Arizona/Jun 16,at Arizona/Jun 17,at Arizona/Jun 18,vs Oakland/Jun 20,,vs Oakland/Jun 21,vs Oakland/Jun 22,vs Milwaukee/Jun 23,vs Milwaukee/Jun 24,vs Milwaukee/Jun 25,,at Kansas City/Jun 27,at Kansas City/Jun 28,at Kansas City/Jun 29,at Chi. Cubs/Jun 30,at Chi. Cubs/Jul 1,at Chi. Cubs/Jul 2,vs Atlanta/Jul 3,vs Atlanta/Jul 4,vs Atlanta/Jul 5,vs Kansas City/Jul 6,vs Kansas City/Jul 7,vs Kansas City/Jul 8,vs Kansas City/Jul 9,at Texas/Jul 14,at Texas/Jul 15,at Texas/Jul 16,at Pittsburgh/Jul 17,at Pittsburgh/Jul 18,at Pittsburgh/Jul 19,,vs Philadelphia/Jul 21,vs Philadelphia/Jul 22,vs Philadelphia/Jul 23,vs Kansas City/Jul 24,vs Kansas City/Jul 25,vs Kansas City/Jul 26,at Chi. White Sox/Jul 27,at Chi. White Sox/Jul 28,at Chi. White Sox/Jul 29,at Chi. White Sox/Jul 30,at Houston/Jul 31,at Houston/Aug 1,at Houston/Aug 2,,vs Chi. White Sox/Aug 4,vs Chi. White Sox/Aug 5,vs Chi. White Sox/Aug 6,vs Toronto/Aug 7,vs Toronto/Aug 8,vs Toronto/Aug 9,vs Toronto/Aug 10,at Tampa Bay/Aug 11,at Tampa Bay/Aug 12,at Tampa Bay/Aug 13,,at Cincinnati/Aug 15,at Cincinnati/Aug 16,vs Detroit/Aug 17,vs Detroit/Aug 18,vs Detroit/Aug 19,vs Detroit/Aug 20,vs L.A. Dodgers/Aug 22,vs L.A. Dodgers/Aug 23,vs L.A. Dodgers/Aug 24,at Toronto/Aug 25,at Toronto/Aug 26,at Toronto/Aug 27,at Minnesota/Aug 28,at Minnesota/Aug 29,at Minnesota/Aug 30,vs Tampa Bay/Sep 1,vs Tampa Bay/Sep 2,vs Tampa Bay/Sep 3,vs Minnesota/Sep 4,vs Minnesota/Sep 5,vs Minnesota/Sep 6,at L.A. Angels/Sep 7,at L.A. Angels/Sep 8,at L.A. Angels/Sep 9,at L.A. Angels/Sep 10,at San Francisco/Sep 11,at San Francisco/Sep 12,at San Francisco/Sep 13,vs Texas/Sep 15,vs Texas/Sep 16,vs Texas/Sep 17,at Kansas City/Sep 18,at Kansas City/Sep 19,at Kansas City/Sep 20,vs Baltimore/Sep 21,vs Baltimore/Sep 22,vs Baltimore/Sep 23,vs Baltimore/Sep 24,vs Cincinnati/Sep 26,vs Cincinnati/Sep 27,at Detroit/Sep 29,at Detroit/Sep 30,at Detroit/Oct 1,,
COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,at San Diego/Mar 30,at San Diego/Mar 31,at San Diego/Apr 1,at San Diego/Apr 2,at L.A. Dodgers/Apr 3,at L.A. Dodgers/Apr 4,,vs Washington/Apr 6,vs Washington/Apr 7,vs Washington/Apr 8,vs Washington/Apr 9,vs St. Louis/Apr 10,vs St. Louis/Apr 11,vs St. Louis/Apr 12,,at Seattle/Apr 14,at Seattle/Apr 15,at Seattle/Apr 16,vs Pittsburgh/Apr 17,vs Pittsburgh/Apr 18,vs Pittsburgh/Apr 19,at Philadelphia/Apr 20,at Philadelphia/Apr 21,at Philadelphia/Apr 22,at Philadelphia/Apr 23,at Cleveland/Apr 24,at Cleveland/Apr 25,at Cleveland/Apr 26,,vs Arizona/Apr 28,vs Arizona/Apr 29,vs Arizona/Apr 30,,vs Milwaukee/May 2,vs Milwaukee/May 3,vs Milwaukee/May 4,at N.Y. Mets/May 5,at N.Y. Mets/May 6,at N.Y. Mets/May 7,at Pittsburgh/May 8,at Pittsburgh/May 9,at Pittsburgh/May 10,,vs Philadelphia/May 12,vs Philadelphia/May 13,vs Philadelphia/May 14,vs Cincinnati/May 15,vs Cincinnati/May 16,vs Cincinnati/May 17,,at Texas/May 19,at Texas/May 20,at Texas/May 21,vs Miami/May 22,vs Miami/May 23,vs Miami/May 24,vs Miami/May 25,vs N.Y. Mets/May 26,vs N.Y. Mets/May 27,vs N.Y. Mets/May 28,at Arizona/May 29,at Arizona/May 30,at Arizona/May 31,at Arizona/Jun 1,at Kansas City/Jun 2,at Kansas City/Jun 3,at Kansas City/Jun 4,,vs San Francisco/Jun 6,vs San Francisco/Jun 7,vs San Francisco/Jun 8,vs San Diego/Jun 9,vs San Diego/Jun 10,vs San Diego/Jun 11,at Boston/Jun 12,at Boston/Jun 13,at Boston/Jun 14,at Atlanta/Jun 15,at Atlanta/Jun 16,at Atlanta/Jun 17,at Atlanta/Jun 18,at Cincinnati/Jun 19,at Cincinnati/Jun 20,at Cincinnati/Jun 21,,vs L.A. Angels/Jun 23,vs L.A. Angels/Jun 24,vs L.A. Angels/Jun 25,,vs L.A. Dodgers/Jun 27,vs L.A. Dodgers/Jun 28,vs L.A. Dodgers/Jun 29,vs Detroit/Jun 30,vs Detroit/Jul 1,vs Detroit/Jul 2,,at Houston/Jul 4,at Houston/Jul 5,,at San Francisco/Jul 7,at San Francisco/Jul 8,at San Francisco/Jul 9,vs N.Y. Yankees/Jul 14,vs N.Y. Yankees/Jul 15,vs N.Y. Yankees/Jul 16,,vs Houston/Jul 18,vs Houston/Jul 19,,at Miami/Jul 21,at Miami/Jul 22,at Miami/Jul 23,at Washington/Jul 24,at Washington/Jul 25,at Washington/Jul 26,,vs Oakland/Jul 28,vs Oakland/Jul 29,vs Oakland/Jul 30,vs San Diego/Jul 31,vs San Diego/Aug 1,vs San Diego/Aug 2,,at St. Louis/Aug 4,at St. Louis/Aug 5,at St. Louis/Aug 6,at Milwaukee/Aug 7,at Milwaukee/Aug 8,at Milwaukee/Aug 9,at L.A. Dodgers/Aug 10,at L.A. Dodgers/Aug 11,at L.A. Dodgers/Aug 12,at L.A. Dodgers/Aug 13,vs Arizona/Aug 14,vs Arizona/Aug 15,vs Arizona/Aug 16,,vs Chi. White Sox/Aug 18,vs Chi. White Sox/Aug 19,vs Chi. White Sox/Aug 20,at Tampa Bay/Aug 22,at Tampa Bay/Aug 23,at Tampa Bay/Aug 24,at Baltimore/Aug 25,at Baltimore/Aug 26,at Baltimore/Aug 27,vs Atlanta/Aug 28,vs Atlanta/Aug 29,vs Atlanta/Aug 30,vs Toronto/Sep 1,vs Toronto/Sep 2,vs Toronto/Sep 3,at Arizona/Sep 4,at Arizona/Sep 5,at Arizona/Sep 6,at San Francisco/Sep 8,at San Francisco/Sep 9,at San Francisco/Sep 10,vs Chi. Cubs/Sep 11,vs Chi. Cubs/Sep 12,vs Chi. Cubs/Sep 13,vs San Francisco/Sep 14,vs San Francisco/Sep 15,vs San Francisco/Sep 16,vs San Francisco/Sep 17,at San Diego/Sep 18,at San Diego/Sep 19,at San Diego/Sep 20,at Chi. Cubs/Sep 22,at Chi. Cubs/Sep 23,at Chi. Cubs/Sep 24,vs L.A. Dodgers/Sep 26,vs L.A. Dodgers/Sep 26,vs L.A. Dodgers/Sep 27,vs L.A. Dodgers/Sep 28,vs Minnesota/Sep 29,vs Minnesota/Sep 30,vs Minnesota/Oct 1,
DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
